"","Individuo","Bloque.x.x","Tratamiento.x.x","df.tallo.12","df.alt.12","df.cob.12","Bloque.x.y","Tratamiento.x.y","df.tallo.23","df.alt.23","df.cob.23","Bloque.x","Tratamiento.x","df.tallo.13","df.alt.13","df.cob.13"
"1",219,"B2",1,3.7,2.3,1209.51317163207,"B2",1,0,4.7,980.176907920016,"B2",1,3.3,7,2189.69007955209
"2",220,"B2",1,2.1,0,180.641577581413,"B2",1,0,0.8,0,"B2",1,0,0,141.371669411541
"3",221,"B2",1,1.4,0.3,207.345115136926,"B2",1,0.800000000000001,5.3,2723.1717820398,"B2",1,2.2,5.6,2930.51689717673
"4",222,"B2",1,1.6,0.8,245.633275602552,"B2",1,1.1,2.5,376.991118430775,"B2",1,2.7,3.3,622.624394033327
"5",223,"B2",1,1.1,1,592.926525979861,"B2",1,2.3,4.5,218.53703896534,"B2",1,3.4,5.5,811.463564945201
"6",224,"B2",1,2.8,2,0,"B2",1,0,0,141.371669411541,"B2",1,1.3,0,73.8274273593602
"7",225,"B2",1,3.6,3,0,"B2",1,0,0,1499.86505516306,"B2",1,3,3,849.211764173491
"8",226,"B2",1,1.7,2,181.426975744811,"B2",1,1.2,5.8,2164.55733832337,"B2",1,2.9,7.8,2345.98431406818
"9",227,"B2",1,3.1,0.9,1512.08781408094,"B2",1,2.9,5.8,1366.59280431156,"B2",1,6,6.7,2878.6806183925
"10",228,"B2",1,9.3,1.5,768.708452425252,"B2",1,0,3.5,1054.98608298362,"B2",1,7.5,5,1823.69453540887
"11",230,"B2",1,0,3.5,1358.54247313674,"B2",1,4.2,5.5,0,"B2",1,4,9,878.713282686108
"12",231,"B2",1,0.5,0.7,510.508806208341,"B2",1,2,0.8,846.659220142449,"B2",1,2.5,1.5,1357.16802635079
"13",233,"B2",1,0.800000000000001,1.5,1272.34502470387,"B2",1,0.300000000000001,0,684.867198482575,"B2",1,1.1,1,1957.21222318644
"14",235,"B2",1,2.1,2.8,1102.69902141002,"B2",1,1,2.2,832.522053201295,"B2",1,3.1,5,1935.22107461131
"15",236,"B2",1,1.7,0.7,118.447860517378,"B2",1,0.8,2.8,354.165484307037,"B2",1,2.5,3.5,472.613344824414
"16",239,"B2",1,0,6.2,560.921550821415,"B2",1,1.6,0,1154.53530019425,"B2",1,1.3,5.2,1715.45685101566
"17",240,"B2",6,0.199999999999999,2.8,1457.89534080651,"B2",6,4.8,4.5,1360.89866762693,"B2",6,5,7.3,2818.79400843344
"18",241,"B2",6,0,1.5,329.867228626928,"B2",6,1,6,1072.06849303752,"B2",6,0.899999999999999,7.5,1401.93572166445
"19",242,"B2",6,1.9,0.8,380.132711084365,"B2",6,1.1,4.3,892.212313619501,"B2",6,3,5.1,1272.34502470387
"20",243,"B2",6,1.4,2.7,565.486677646163,"B2",6,2.3,0,969.966731795849,"B2",6,3.7,1.7,1535.45340944201
"21",244,"B2",6,0,1.9,899.428159245715,"B2",6,2.1,3.8,302.181943367168,"B2",6,1.8,5.7,1201.61010261288
"22",245,"B2",6,0,0,408.210695425824,"B2",6,0.6,0.3,779.311327631118,"B2",6,0.6,0.3,1187.52202305694
"23",245,"B2",6,0,0,408.210695425824,"B2",6,0.6,0.3,779.311327631118,"B2",6,0,0.5,1086.79470860122
"24",245,"B2",6,0,0,408.210695425824,"B2",6,0,0.5,678.584013175395,"B2",6,0.6,0.3,1187.52202305694
"25",245,"B2",6,0,0,408.210695425824,"B2",6,0,0.5,678.584013175395,"B2",6,0,0.5,1086.79470860122
"26",246,"B2",6,2.1,1.9,773.028142323938,"B2",6,0.300000000000001,3.3,1697.04908156104,"B2",6,2.4,5.2,2470.07722388497
"27",247,"B2",6,0.0999999999999996,0.4,363.835699193868,"B2",6,1.4,2.8,1553.51756720015,"B2",6,1.5,3.2,1917.35326639402
"28",248,"B2",6,2.1,0.3,640.884901332318,"B2",6,0.699999999999999,3.7,1340.0856162969,"B2",6,2.8,4,1980.97051762921
"29",249,"B2",6,0,1.1,24.5436926061702,"B2",6,0,2.2,846.659220142449,"B2",6,0,3.3,871.202912748619
"30",251,"B2",6,0,0.3,368.155389092554,"B2",6,0,0,127.676288937298,"B2",6,0,0,495.831678029851
"31",252,"B2",6,0,0.5,181.770587441297,"B2",6,1.3,2.8,200.276531666349,"B2",6,0.2,3.3,382.047119107646
"32",253,"B2",6,0,1,439.037573339174,"B2",6,3.4,2.5,402.123859659494,"B2",6,3.4,3.5,841.161432998667
"33",254,"B2",6,0,1.3,632.589133231432,"B2",6,0,0.7,788.58884343625,"B2",6,0,2,1421.17797666768
"34",255,"B2",6,1.2,1,835.859995395734,"B2",6,0.6,4,714.712328691678,"B2",6,1.8,5,1550.57232408741
"35",256,"B2",6,0,0.7,482.430821866883,"B2",6,1.9,3,781.716609506523,"B2",6,1.1,3.7,1264.14743137341
"36",257,"B2",1,2.2,0,308.857827756047,"B2",6,0,4.3,1000.59726016835,"B2",1,1.1,3.5,1309.4550879244
"37",257,"B2",1,2.2,0,308.857827756047,"B2",6,0,4.3,1000.59726016835,"B2",6,2.2,4.5,1731.01755212798
"38",257,"B2",6,3.3,0.2,730.420291959627,"B2",6,0,4.3,1000.59726016835,"B2",1,1.1,3.5,1309.4550879244
"39",257,"B2",6,3.3,0.2,730.420291959627,"B2",6,0,4.3,1000.59726016835,"B2",6,2.2,4.5,1731.01755212798
"40",258,"B2",6,1.3,0,609.665324337269,"B2",6,0,4,600.633245458199,"B2",6,1.1,3.5,1210.29856979547
"41",259,"B2",6,0,2.2,375.223972563131,"B2",6,0.4,2.5,1570.7963267949,"B2",6,0,4.7,1946.02029935803
"42",260,"B2",6,0,0.5,0,"B2",6,0,1,552.331258409255,"B2",6,0,1.5,449.24774946334
"43",261,"B2",6,0.4,0,70.6858347057704,"B2",6,0,0.3,18.6532063806894,"B2",6,0,0,89.3390410864598
"44",262,"B2",6,0,0,427.060251347362,"B2",6,0.699999999999999,3,578.838446423919,"B2",6,0.399999999999999,2.7,1005.89869777128
"45",263,"B2",6,0.100000000000001,1.7,673.282575572463,"B2",6,0.199999999999999,2.8,1083.84946548848,"B2",6,0.300000000000001,4.5,1757.13204106094
"46",264,"B2",3,0,1.5,530.143760293278,"B2",3,2.7,2,813.672497279756,"B2",3,2.5,3.5,1343.81625757303
"47",265,"B2",3,0.100000000000001,1.5,259.181393921158,"B2",3,2.7,0.5,1004.32790144449,"B2",3,2.8,2,1263.50929536564
"48",267,"B2",3,0.5,1,163.362817986669,"B2",3,2,0,188.495559215388,"B2",3,2.5,0.8,351.858377202057
"49",268,"B2",3,1.8,0,417.242774304894,"B2",3,1.4,3,791.484999163778,"B2",3,3.2,3,1208.72777346867
"50",270,"B2",3,1.4,0.2,231.643370817035,"B2",3,2,2,784.023716611503,"B2",3,3.4,2.2,1015.66708742854
"51",271,"B2",3,1.5,0,463.384916404494,"B2",3,0.700000000000001,1.5,912.632665867835,"B2",3,2.2,1.5,1376.01758227233
"52",271,"B2",3,1.5,0,463.384916404494,"B2",3,0.700000000000001,1.5,912.632665867835,"B2",3,0,0,235.423099478385
"53",271,"B2",3,1.5,0,463.384916404494,"B2",3,0,0,0,"B2",3,2.2,1.5,1376.01758227233
"54",271,"B2",3,1.5,0,463.384916404494,"B2",3,0,0,0,"B2",3,0,0,235.423099478385
"55",272,"B2",3,4.1,0.5,314.159265358979,"B2",3,0,2,1081.9350574652,"B2",3,3.9,2.5,1396.09432282418
"56",273,"B2",3,1.3,0,377.972866135022,"B2",3,2.3,2.5,777.544181763474,"B2",3,3.6,2.3,1155.5170478985
"57",275,"B2",3,2.3,0.3,705.140288575272,"B2",3,0,0.5,348.864046704104,"B2",3,1.7,0.8,1054.00433527938
"58",278,"B2",3,0,0.8,131.50510498386,"B2",3,1.7,2,958.234846730099,"B2",3,1.2,2.8,1089.73995171396
"59",280,"B2",7,0.5,0.5,0,"B2",7,0,3,1602.01590378995,"B2",7,0.299999999999999,3.5,1341.26371354199
"60",281,"B2",7,0,1.8,879.645943005142,"B2",7,0,4,1189.87821754713,"B2",7,0,5.8,2069.52416055228
"61",282,"B2",7,0,0,196.545890390212,"B2",7,1.1,1.5,314.159265358979,"B2",7,1.1,1,510.705155749191
"62",283,"B2",7,0.5,0,431.183591705199,"B2",7,0,1.5,358.141562509236,"B2",7,0,1.5,789.325154214435
"63",284,"B2",7,1.5,0,800.124378961151,"B2",7,0.200000000000001,5.5,0,"B2",7,1.7,2.8,483.805268652828
"64",285,"B2",7,1.2,1.7,1268.41803388688,"B2",7,0,3.5,82.4668071567321,"B2",7,0,5.2,1350.88484104361
"65",286,"B2",7,1.4,0,503.636572278614,"B2",7,0,6,534.070751110265,"B2",7,0.700000000000001,5,1037.70732338888
"66",287,"B2",7,0.5,1.7,808.371059676824,"B2",7,1.5,1,504.225620901162,"B2",7,2,2.7,1312.59668057799
"67",288,"B2",7,0,0.8,846.659220142449,"B2",7,1.1,3,376.991118430775,"B2",7,0,3.8,1223.65033857322
"68",289,"B2",7,0,0.7,507.170864013902,"B2",7,0,1.5,1065.19625910779,"B2",7,0,2.2,1572.36712312169
"69",290,"B2",7,1.2,1.1,788.097969584127,"B2",7,0,3,291.579068161303,"B2",7,0.799999999999999,4.1,1079.67703774543
"70",291,"B2",7,0.3,0.5,0,"B2",7,1.9,3,461.8141200777,"B2",7,2.2,3.5,431.968989868597
"71",292,"B2",7,0.700000000000001,0,0,"B2",7,0,8,564.112230860217,"B2",7,0,7.8,312.784818573034
"72",293,"B2",7,0,0.8,310.232274541992,"B2",7,0.5,0,66.7588438887831,"B2",7,0,0.8,376.991118430775
"73",295,"B2",7,0,0,293.542563569796,"B2",7,0.7,2,375.076710407494,"B2",7,0,1.5,668.61927397729
"74",296,"B2",7,0,0.6,0,"B2",7,0.5,1.7,811.119953248715,"B2",7,0.5,2.3,628.318530717959
"75",297,"B2",7,0,1.2,432.950737572843,"B2",7,0,5.5,302.181943367168,"B2",7,0,6.7,735.132680940011
"76",298,"B2",7,0,0.5,250.492926738574,"B2",7,0,0.5,278.816348006094,"B2",7,0,1,529.309274744668
"77",299,"B2",7,1.2,1,718.050270886117,"B2",7,0,3.5,970.752129959246,"B2",7,0.5,4.5,1688.80240084536
"78",299,"B2",7,1.2,1,718.050270886117,"B2",7,1.5,4,1340.0856162969,"B2",7,0.5,4.5,1688.80240084536
"79",299,"B2",7,0,0.5,348.716784548467,"B2",7,0,3.5,970.752129959246,"B2",7,0.5,4.5,1688.80240084536
"80",299,"B2",7,0,0.5,348.716784548467,"B2",7,1.5,4,1340.0856162969,"B2",7,0.5,4.5,1688.80240084536
"81",300,"B2",2,2.1,1.2,862.367183410398,"B2",2,0.5,2.3,1150.41195983641,"B2",2,2.6,3.5,2012.77914324681
"82",301,"B2",2,0,1.7,1055.57513160617,"B2",2,1,3.5,428.827397215007,"B2",2,1,5.2,1484.40252882118
"83",302,"B2",2,0,2.5,1062.98732677323,"B2",2,0.4,4,751.03699374881,"B2",2,0.0999999999999996,6.5,1814.02432052204
"84",304,"B2",2,0.9,0,934.623814442963,"B2",2,0.300000000000001,5,672.300827868216,"B2",2,1.2,5,1606.92464231118
"85",305,"B2",2,0.0999999999999996,3,518.559137383165,"B2",2,1,2.7,980.765956542564,"B2",2,1.1,5.7,1499.32509392573
"86",307,"B2",2,1,0.4,298.45130209103,"B2",2,0,2.8,509.723408044944,"B2",2,0.7,3.2,808.174710135974
"87",308,"B2",2,0,0.8,622.624394033327,"B2",2,0,1.5,33.9684705669397,"B2",2,0,2.3,656.592864600267
"88",309,"B2",2,1.1,2.2,286.670329640069,"B2",2,1.1,3,1357.16802635079,"B2",2,2.2,5.2,1643.83835599086
"89",310,"B2",2,1.5,2.5,238.761041672824,"B2",2,0,2.3,369.33348633765,"B2",2,1.3,4.8,608.094528010474
"90",311,"B2",2,0.5,0.5,160.221225333079,"B2",2,0,3.5,1517.38925168387,"B2",2,0.200000000000001,4,1677.61047701695
"91",312,"B2",2,0.700000000000001,1.7,325.940237809941,"B2",2,0,2,1076.19183339535,"B2",2,0,3.7,1402.13207120529
"92",313,"B2",2,0,0.5,523.27152636355,"B2",2,0,2.2,0,"B2",2,0,2.7,193.404297736622
"93",314,"B2",2,0,0,848.819065091792,"B2",2,0,3,803.46232115559,"B2",2,0,2.2,1652.28138624738
"94",315,"B2",2,0,1.5,0,"B2",2,0.600000000000001,3,54.781521896972,"B2",2,0,4.5,54.781521896972
"95",316,"B2",2,0,0.8,647.953484802895,"B2",2,0,6.5,246.025974684251,"B2",2,0,7.3,893.979459487146
"96",317,"B2",2,0.200000000000001,1,822.900925699676,"B2",2,1.1,5,1385.4423602331,"B2",2,1.3,6,2208.34328593277
"97",318,"B2",2,1.1,0,0,"B2",2,0,7,2215.6082189442,"B2",2,0,6.3,2014.54628911445
"98",319,"B2",2,0,3.7,1752.22330253971,"B2",2,0,3.8,0,"B2",2,0,7.5,1300.61935858617
"99",320,"B2",2,2.4,2.3,1512.67686270349,"B2",2,0,2.7,563.719531778519,"B2",2,1.4,5,2076.396394482
"100",321,"B2",2,0.300000000000001,0,540.942985039992,"B2",2,2,4,527.198517180537,"B2",2,2.3,3.7,1068.14150222053
"101",322,"B2",4,0.5,0,160.810273955628,"B2",4,0.5,0,320.442450666159,"B2",4,1,0,481.252724621786
"102",323,"B2",4,0.7,0.5,171.413149161493,"B2",4,0,2,356.374416641592,"B2",4,0.7,2.5,527.787565803085
"103",324,"B2",4,1.8,2.5,926.57348326814,"B2",4,0,2,898.69184846753,"B2",4,1,4.5,1825.26533173567
"104",325,"B2",4,0.6,1.7,535.788809592697,"B2",4,0,3.5,1289.42743475776,"B2",4,0.300000000000001,5.2,1825.21624435046
"105",326,"B2",4,2,0,0,"B2",4,0,1.5,665.232244397639,"B2",4,1.8,0,558.418094175586
"106",327,"B2",4,1.5,1.8,346.507852213912,"B2",4,0,0,340.862802914492,"B2",4,1.4,1.8,687.370655128404
"107",328,"B2",4,0,0.8,343.808046027233,"B2",4,0.699999999999999,2.5,919.112200715864,"B2",4,0,3.3,1262.9202467431
"108",329,"B2",4,0,0.4,1328.30464384593,"B2",4,1,0.3,984.8892969004,"B2",4,0.9,0.7,2313.19394074633
"109",330,"B2",4,6.3,1.5,651.63503869382,"B2",4,0,3,136.659280431156,"B2",4,3.8,4.5,788.294319124976
"110",331,"B2",4,1,1.5,565.486677646163,"B2",4,0,3.5,414.690230273853,"B2",4,0,5,980.176907920016
"111",332,"B2",4,0.199999999999999,2,854.513201776424,"B2",4,1.8,2,1087.58010676462,"B2",4,2,4,1942.09330854104
"112",333,"B2",4,0,4,950.920826333461,"B2",4,1.8,3,710.98168741554,"B2",4,1.1,7,1661.902513749
"113",334,"B2",4,0.299999999999999,1,430.594543082651,"B2",4,0,0,28.8633825048562,"B2",4,0,0,459.457925587507
"114",335,"B2",4,1.1,0.8,395.840674352314,"B2",4,0.299999999999999,3,295.113359896591,"B2",4,1.4,3.8,690.954034248905
"115",336,"B2",4,1.8,1,663.857797611693,"B2",4,0.4,1.5,793.252145031423,"B2",4,2.2,2.5,1457.10994264312
"116",337,"B2",4,0.800000000000001,0.3,351.858377202057,"B2",4,0.6,3.5,1606.92464231118,"B2",4,1.4,3.8,1958.78301951324
"117",338,"B2",4,0,1.2,518.362787842316,"B2",4,0,1.5,164.933614313464,"B2",4,0,2.7,683.29640215578
"118",340,"B2",4,2,0.7,794.773853973005,"B2",4,0,3,667.78478842868,"B2",4,1.7,3.7,1462.55864240169
"119",341,"B2",4,1.8,1,203.22177477909,"B2",4,0,3.5,943.459543781185,"B2",4,1.3,4.5,1146.68131856027
"120",342,"B2",4,2.2,0,263.893782901543,"B2",4,0.399999999999999,2,471.238898038469,"B2",4,2.6,0.6,735.132680940012
"121",343,"B2",4,0.699999999999999,0,1105.84061406361,"B2",4,0,3,1891.4351270019,"B2",4,0,3,2997.27574106551
"122",344,"B2",4,1.5,1.5,274.300308566559,"B2",4,0,3,353.429173528852,"B2",4,0.2,4.5,627.729482095411
"123",345,"B2",5,2.9,0.7,389.557489045134,"B2",5,0,0.8,27.68528525976,"B2",5,2.9,1.5,417.242774304894
"124",346,"B2",5,1.2,0,471.238898038469,"B2",5,0,1.8,0,"B2",5,0.5,1.8,288.437475507713
"125",347,"B2",5,0.5,0.3,385.826847768997,"B2",5,0,1,579.623844587317,"B2",5,0,1.3,965.450692356313
"126",348,"B2",5,2.8,1.8,508.938009881547,"B2",5,0,1.5,1130.97335529233,"B2",5,2.4,3.3,1639.91136517387
"127",349,"B2",5,0.5,1,301.59289474462,"B2",5,0,0,488.714007174062,"B2",5,0.0999999999999996,0,790.306901918682
"128",350,"B2",5,1.3,1.7,893.979459487146,"B2",5,1.4,3.3,384.84510006475,"B2",5,2.7,5,1278.8245595519
"129",351,"B2",5,0.6,1.5,627.729482095411,"B2",5,0,4,917.934103470768,"B2",5,0,5.5,1545.66358556618
"130",352,"B2",5,0.6,0.5,886.51817693487,"B2",5,0,1.5,341.64820107789,"B2",5,0.199999999999999,2,1228.16637801276
"131",353,"B2",5,3.8,2,1078.94072696724,"B2",5,0,3,742.201264410589,"B2",5,0.5,5,1821.14199137783
"132",354,"B2",5,0.800000000000001,1.2,847.444618305847,"B2",5,0,3.5,480.663675999238,"B2",5,0.4,4.7,1328.10829430508
"133",355,"B2",5,1.2,1,1089.54360217311,"B2",5,0.199999999999999,1,83.2522053201296,"B2",5,1.4,2,1172.79580749324
"134",356,"B2",5,0,0.8,613.395965613407,"B2",5,0,3.2,722.566310325652,"B2",5,0,4,1335.96227593906
"135",357,"B2",5,1.8,0,118.791472213864,"B2",5,0,1.5,0,"B2",5,0.699999999999999,1.5,118.791472213864
"136",358,"B2",5,1.5,3,431.379941246048,"B2",5,0.699999999999999,2.5,1441.99102799772,"B2",5,2.2,5.5,1873.37096924376
"137",359,"B2",5,1.1,0,678.584013175395,"B2",5,0,2,1211.28031749971,"B2",5,0.699999999999999,1.7,1889.86433067511
"138",360,"B2",5,1,2,1055.57513160617,"B2",5,0.6,4.5,2221.89140425138,"B2",5,1.6,6.5,3277.46653585755
"139",361,"B2",5,0,1.5,122.718463030851,"B2",5,0,3,1335.17687777566,"B2",5,0,4.5,1457.89534080651
"140",362,"B2",5,0,0,497.353386971434,"B2",5,0,3,345.575191894877,"B2",5,0,3,842.928578866311
"141",363,"B2",5,0.9,0.8,124.878307980194,"B2",5,0.5,1.5,488.714007174062,"B2",5,1.4,2.3,613.592315154257
"142",364,"B2",5,1.9,1.8,1171.0286616256,"B2",5,1.3,2.7,1165.53087448181,"B2",5,3.2,4.5,2336.55953610741
"143",366,"B2",5,3.6,1.3,414.052094266092,"B2",5,0,1,691.150383789754,"B2",5,0.2,2.8,1442.7273387759
"144",366,"B2",5,3.6,1.3,414.052094266092,"B2",5,0,1,691.150383789754,"B2",5,0.6,2.3,1105.20247805585
"145",366,"B2",5,3.6,1.3,414.052094266092,"B2",5,0,1.5,1028.67524450981,"B2",5,0.2,2.8,1442.7273387759
"146",366,"B2",5,3.6,1.3,414.052094266092,"B2",5,0,1.5,1028.67524450981,"B2",5,0.6,2.3,1105.20247805585
"147",367,"B2",5,0.800000000000001,1.2,857.654794430013,"B2",5,0.799999999999999,1.8,1308.669689761,"B2",5,1.6,3,2166.32448419101
"148",368,"B2",5,2.3,0.5,349.698532252714,"B2",5,0,2.5,1629.50483950886,"B2",5,1.4,3,1979.20337176157
"149",369,"B3",7,0.4,3.5,1854.91411240392,"B3",7,1.9,1.5,1457.89534080651,"B3",7,2.3,5,3312.80945321044
"150",370,"B3",7,1.1,0.5,695.077374606742,"B3",7,0,8,586.692428057894,"B3",7,0,9,1255.40987680561
"151",370,"B3",7,1.1,0.5,695.077374606742,"B3",7,0,8,586.692428057894,"B3",7,0,8.5,1281.76980266464
"152",370,"B3",7,0.699999999999999,1,668.717448747715,"B3",7,0,8,586.692428057894,"B3",7,0,9,1255.40987680561
"153",370,"B3",7,0.699999999999999,1,668.717448747715,"B3",7,0,8,586.692428057894,"B3",7,0,8.5,1281.76980266464
"154",371,"B3",7,2.8,1.2,789.325154214435,"B3",7,0,2,1231.5043202072,"B3",7,1.3,3.2,2020.82947442163
"155",372,"B3",7,0,1.5,1298.26316409598,"B3",7,0,0,0,"B3",7,0,2.8,1434.13704636374
"156",372,"B3",7,0,1.5,1298.26316409598,"B3",7,0,0,0,"B3",7,0,1.5,1256.83341097677
"157",372,"B3",7,0.300000000000001,2.8,1475.56679948296,"B3",7,0,0,0,"B3",7,0,2.8,1434.13704636374
"158",372,"B3",7,0.300000000000001,2.8,1475.56679948296,"B3",7,0,0,0,"B3",7,0,1.5,1256.83341097677
"159",373,"B3",7,0,4,1617.92021659874,"B3",7,0.299999999999999,3.5,1272.34502470387,"B3",7,0,7.5,2890.26524130261
"160",374,"B3",7,0.699999999999999,2.7,431.379941246048,"B3",7,0,1.8,298.45130209103,"B3",7,0,4.5,729.831243337079
"161",375,"B3",7,1.4,2.8,487.535909928966,"B3",7,0,2.7,1074.42468752771,"B3",7,0,5.5,1561.96059745668
"162",376,"B3",7,0.0999999999999996,1.5,1065.19625910779,"B3",7,0.4,0,1286.48219164502,"B3",7,0.5,1,2351.67845075281
"163",378,"B3",7,1.3,3.3,1121.74492687241,"B3",7,0,0,463.384916404495,"B3",7,0,2,1585.1298432769
"164",380,"B3",7,1.4,3.6,1510.51701775414,"B3",7,0,2.2,604.756585816035,"B3",7,0.0999999999999996,5.8,2115.27360357018
"165",381,"B3",7,1.3,2,871.742873985955,"B3",7,0,1,71.4712328691678,"B3",7,1.3,3,943.214106855123
"166",383,"B3",7,0,2,51.8362787842316,"B3",7,2,1.5,0,"B3",7,1.9,3.5,25.7217898512664
"167",384,"B3",3,0,1,494.800842940392,"B3",3,1.8,2.5,1508.55352234565,"B3",3,1.5,3.5,2003.35436528604
"168",385,"B3",3,0,0,882.591186117883,"B3",3,2.5,3.5,442.964564156161,"B3",3,2.4,3.5,1325.55575027404
"169",386,"B3",3,1.5,0,535.052498814512,"B3",3,0.4,1.3,193.79699681832,"B3",3,1.9,0.7,728.849495632832
"170",387,"B3",3,0.6,0,518.215525686679,"B3",3,4.7,4.5,1602.35951548643,"B3",3,5.3,4.5,2120.57504117311
"171",387,"B3",3,0.6,0,518.215525686679,"B3",3,4.7,4.5,1602.35951548643,"B3",3,1,0,895.942954895639
"172",387,"B3",3,0.6,0,518.215525686679,"B3",3,0.4,0,377.72742920896,"B3",3,5.3,4.5,2120.57504117311
"173",387,"B3",3,0.6,0,518.215525686679,"B3",3,0.4,0,377.72742920896,"B3",3,1,0,895.942954895639
"174",388,"B3",3,0,0.5,831.540305497048,"B3",3,0.3,3,768.904801966102,"B3",3,0,3.5,1600.44510746315
"175",389,"B3",3,0,0.5,226.783719681013,"B3",3,3.6,1.2,0,"B3",3,2.7,1.7,204.203522483337
"176",390,"B3",3,1.4,1.7,536.377858215245,"B3",3,0,4.5,317.497207553419,"B3",3,0,6.2,853.875065768663
"177",391,"B3",3,0.4,0.5,94.2477796076938,"B3",3,0,1,303.949089234813,"B3",3,0.4,1.5,398.196868842506
"178",392,"B3",3,1,1.8,652.862223324129,"B3",3,1.1,1,622.035345410779,"B3",3,2.1,2.8,1274.89756873491
"179",393,"B3",3,1.8,2,753.98223686155,"B3",3,0,2.5,2042.03522483337,"B3",3,1.7,4.5,2796.01746169492
"180",394,"B3",3,0.4,0.2,391.471897068416,"B3",3,1.2,0.8,239.742789377071,"B3",3,1.6,1,631.214686445487
"181",396,"B3",3,0,1.7,61.408318900638,"B3",3,0,0.5,438.055825634927,"B3",3,0,2.2,499.464144535565
"182",397,"B3",3,1.6,1,60.6229207372405,"B3",3,0,1,219.911485751286,"B3",3,0.3,2,280.534406488526
"183",398,"B3",3,0.5,1.7,189.526394304847,"B3",3,0.6,0,580.163805824653,"B3",3,1.1,0.7,769.690200129499
"184",399,"B3",5,0,4,973.157411834651,"B3",5,0.4,3,1541.09845874143,"B3",5,0.4,7,2514.25587057608
"185",400,"B3",5,0.699999999999999,4,706.858347057703,"B3",5,0.699999999999999,3,588.263224384689,"B3",5,1.4,7,1295.12157144239
"186",401,"B3",5,0.100000000000001,2.3,2209.32503363702,"B3",5,0,1.4,99.745566751476,"B3",5,0,3.7,2309.0706003885
"187",402,"B3",5,1.8,5.3,1053.41528665683,"B3",5,0,0.5,626.747734391164,"B3",5,1.2,5.8,1680.16302104799
"188",403,"B3",5,0,1,728.849495632832,"B3",5,0,3,1943.86045440868,"B3",5,0,4,2672.70995004152
"189",404,"B3",5,0.9,4.5,808.371059676824,"B3",5,0,5,3213.84928462236,"B3",5,0,9.5,4022.22034429918
"190",405,"B3",5,0.300000000000001,0.5,1130.97335529233,"B3",5,0.300000000000001,1,421.169765121882,"B3",5,0.600000000000001,1.5,1552.14312041421
"191",406,"B3",5,0.0999999999999996,3.5,931.285872248524,"B3",5,1.3,3.5,544.280927234432,"B3",5,1.4,7,1475.56679948296
"192",407,"B3",5,1.7,2.2,1228.36272755361,"B3",5,0,2.8,541.924732744239,"B3",5,0,5,1770.28746029785
"193",408,"B3",5,0,1.5,1385.4423602331,"B3",5,1.4,2,0,"B3",5,0.699999999999999,3.5,908.116626428299
"194",409,"B3",5,2.1,3.8,1064.80356002609,"B3",5,0,5.5,0,"B3",5,0,9.3,509.527058504095
"195",410,"B3",5,0.0999999999999996,5.8,1178.68629371872,"B3",5,0,3,844.499375193106,"B3",5,0,8.8,2023.18566891183
"196",411,"B3",5,0.399999999999999,5.2,989.601685880785,"B3",5,3.8,3.3,2472.62976791602,"B3",5,4.2,8.5,3462.2314537968
"197",411,"B3",5,0.399999999999999,5.2,989.601685880785,"B3",5,3.8,3.3,2472.62976791602,"B3",5,2,8.7,1417.64368493239
"198",411,"B3",5,0.399999999999999,5.2,989.601685880785,"B3",5,1.6,3.5,428.041999051609,"B3",5,4.2,8.5,3462.2314537968
"199",411,"B3",5,0.399999999999999,5.2,989.601685880785,"B3",5,1.6,3.5,428.041999051609,"B3",5,2,8.7,1417.64368493239
"200",412,"B3",5,0.0999999999999996,5,1189.87821754713,"B3",5,0,0,376.991118430775,"B3",5,0,5,1566.86933597791
"201",413,"B3",5,0,3.3,1415.2874904422,"B3",5,0,2,0,"B3",5,0,5.3,1132.54415161912
"202",414,"B3",5,0,4.7,600.829594999048,"B3",5,3.9,3,1235.62766056504,"B3",5,3.9,7.7,1836.45725556408
"203",415,"B3",5,3.2,2.5,900.655343876024,"B3",5,0,0.7,0,"B3",5,1.9,3.2,466.330159517235
"204",416,"B3",5,0.9,4.5,981.796791632023,"B3",5,0,4,1075.16099830589,"B3",5,0.300000000000001,8.5,2056.95778993792
"205",417,"B3",5,0.6,2.5,888.481672343363,"B3",5,0,5,40.644354955818,"B3",5,0,7.5,929.126027299181
"206",418,"B3",5,0.5,2.2,878.664195300895,"B3",5,0,0,879.645943005142,"B3",5,0,1.7,1758.31013830604
"207",419,"B3",5,0.199999999999999,4,763.40701482232,"B3",5,0,2,549.778714378214,"B3",5,0,6,1313.18572920053
"208",420,"B3",5,2.3,1.7,480.07462737669,"B3",5,0,0.899999999999999,447.676953136546,"B3",5,1.3,2.6,927.751580513236
"209",421,"B3",6,1.9,1.2,379.592749847029,"B3",6,0,0,247.154984544134,"B3",6,0.9,1,626.747734391164
"210",422,"B3",6,0,0,814.261545902304,"B3",6,0.9,0,0,"B3",6,0,0,714.712328691678
"211",423,"B3",6,1.2,3.8,1592.19842674748,"B3",6,1.3,2.7,0,"B3",6,2.5,6.5,1592.19842674748
"212",424,"B3",6,1.3,2,721.584562621406,"B3",6,0,3.5,395.251625729766,"B3",6,0.9,5.5,1116.83618835117
"213",425,"B3",6,0,2.6,874.737204483908,"B3",6,0.199999999999999,3.2,1166.31627264521,"B3",6,0,5.8,2041.05347712912
