"","Bloque.x","Tratamiento.x","Individuo","hTallo.1","DTallo.1","ACob.1","hTallo.2","DTallo.2","ACob.2","hTallo.3","DTallo.3","ACob.3"
"515","B5",4,768,3.5,9.5,593.95736106932,3.5,9.2,894.617595494906,10,11.3,2206.18344098343
"516","B5",4,769,4,9.7,855.298599939821,3.5,9.1,1486.16967468882,11.5,11.8,2002.96166620434
"517","B5",4,770,11.7,6.4,490.873852123405,4.5,7.6,989.798035421634,8.2,10.2,2164.75368786422
"518","B5",4,771,3.2,6.6,530.929158456675,3.5,6.9,829.576810088555,8.5,9.1,2206.18344098343
"519","B5",4,773,3.2,8.5,829.576810088555,4.5,7.5,1164.15642769587,8.5,8.35,1352.65198691126
"520","B5",4,774,3,9,907.92027688745,4.5,8.5,1134.11494794592,7.5,5.4,1320.25431267111
"521","B5",4,775,3.5,9.5,1017.87601976309,9.8,9.5,1537.85869131742,10,11.2,4656.62571078347
"522","B5",4,776,3,9.2,881.413088872786,3.5,8.6,1017.87601976309,6.5,11.7,3631.6811075498
"523","B5",4,777,2,10.1,730.616641500476,3,9,683.492751696629,7,8.6,1503.30117212793
"524","B5",4,778,3,10.7,829.576810088555,4.2,10.7,1753.45048717002,10.5,10.4,2022.84205721534
"525","B5",4,779,2,6.9,530.929158456675,4.7,9.2,1060.72930705347,11,11.2,1661.902513749
"526","B5",4,780,3.5,8.8,490.873852123405,4.5,8.9,1256.63706143592,11,12,2248.00589318435
"527","B5",4,781,3,6.4,471.435247579318,4.7,6.8,1003.78794020715,6.7,10,1537.85869131742
"528","B5",4,782,2.2,9.9,415.47562843725,3,8.8,754.767635024948,6,8.8,1885.74099031727
"529","B5",4,783,3,7.6,660.519855417254,5.6,7.6,1590.43128087983,10.4,9,1734.94454294496
"530","B5",4,784,2.5,7.4,490.873852123405,3.2,7.5,730.616641500476,8.3,9.4,1698.22717880613
"531","B5",4,785,2.5,7.8,298.64765163188,3.5,8.8,593.95736106932,7.5,9.8,1385.4423602331
"532","B3",2,915,3.3,12.2,660.519855417254,7,11.3,2290.22104446696,8.5,12.7,2551.75863287831
"533","B3",1,950,4,11.7,1164.15642769587,5.3,11.2,2248.00589318435,10.5,10.8,3067.96157577128
