"","Bloque","Tratamiento","Individuo","AlturaTallo","DiamTallo","CobVeg_anc","CobVeg_lar","Rad.prom","Area.cob"
"429","B4",7,507,5,4.9,40,35,18.75,1104.46616727766
"430","B5",1,709,1.3,3.1,7,5,3,28.2743338823081
"431","B5",1,700,2,3,10.5,9.5,5,78.5398163397448
"432","B5",1,693,2.2,5.3,17.5,12,7.375,170.873187924157
"433","B5",1,704,1.6,4.5,17,14,7.75,188.691908756237
"434","B5",1,703,3.9,1.7,19,15,8.5,226.980069221863
"435","B5",1,692,2.7,6,24.5,16,10.125,322.062334378166
"436","B5",1,696,3.2,8,19,18,9.25,268.802521422777
"437","B5",1,701,1.2,10.5,22,18,10,314.159265358979
"438","B5",1,687,2.5,6.4,25,19.5,11.125,388.821178266949
"439","B5",1,708,3,6,22,20,10.5,346.360590058275
"440","B5",1,688,1.7,5.9,23,20,10.75,363.05030103047
"441","B5",1,707,2,5.8,21,20.5,10.375,338.162996727814
"442","B5",1,705,3,8.1,27,21,12,452.38934211693
"443","B5",1,699,2,6.7,30,21,12.75,510.705155749191
"444","B5",1,691,3,7.5,24,22,11.5,415.47562843725
"445","B5",1,689,2.2,6.2,23.5,23.5,11.75,433.736135736241
"446","B5",1,706,2.3,7.2,26.5,24,12.625,500.740416551086
"447","B5",1,695,2,9.3,30,24,13.5,572.55526111674
"448","B5",1,694,2.8,8.9,29,25,13.5,572.55526111674
"449","B5",1,690,3.3,7.7,30,25,13.75,593.95736106932
"450","B5",1,697,2.7,9.2,28,27,13.75,593.95736106932
"451","B5",1,702,3.2,7.3,28.3,27,13.825,600.454567376026
"452","B5",1,698,3.7,12.2,40,38,19.5,1194.59060652752
"453","B5",2,739,1,4.7,7,5,3,28.2743338823081
"454","B5",2,733,2.3,4.1,11,9,5,78.5398163397448
"455","B5",2,744,3.5,5.9,15,10,6.25,122.718463030851
"456","B5",2,745,1.7,6.4,20,17,9.25,268.802521422777
"457","B5",2,742,2.5,5.2,17,18,8.75,240.528187540469
"458","B5",2,734,3.5,11.1,36,22,14.5,660.519855417254
"459","B5",2,737,3,9.5,28,23,12.75,510.705155749191
"460","B5",2,740,2,9.8,30,27,14.25,637.939658219577
"461","B5",2,738,3.2,7,34,32,16.5,855.298599939821
"462","B5",2,735,3.2,9.8,35,32,16.75,881.413088872786
"463","B5",2,743,3.5,10.2,45,32,19.25,1164.15642769587
"464","B5",2,746,1.7,9.5,39,33,18,1017.87601976309
"465","B5",2,747,4.6,9.1,40,34,18.5,1075.21008569111
"466","B5",2,741,4.3,13.8,44,44,22,1520.53084433746
"467","B5",3,725,2,4.7,19.5,1,5.125,82.5158945419444
"468","B5",3,713,1.5,3,5,6,2.75,23.7582944427728
"469","B5",3,722,2,2.8,9,8,4.25,56.7450173054656
"470","B5",3,723,2.2,3.2,12.5,8,5.125,82.5158945419444
"471","B5",3,728,1.2,2.9,13,9,5.5,95.0331777710912
"472","B5",3,716,1,4.3,9,9.7,4.675,68.6614709396134
"473","B5",3,710,2,3.2,10,10,5,78.5398163397448
"474","B5",3,714,8.7,2.8,12,11,5.75,103.868907109313
"475","B5",3,711,3.3,6.3,26,11,9.25,268.802521422777
"476","B5",3,718,2,4.4,17,12,7.25,165.129963854314
"477","B5",3,732,3.3,3.5,17,13,7.5,176.714586764426
"478","B5",3,731,2.5,3.7,16,14,7.5,176.714586764426
"479","B5",3,712,3,3.6,20,15,8.75,240.528187540469
"480","B5",3,720,2.3,5.3,24,16,10,314.159265358979
"481","B5",3,717,1.7,7.4,14,16.5,7.625,182.654160375119
"482","B5",3,719,2.5,4.9,18,17,8.75,240.528187540469
"483","B5",3,715,2.5,6.4,24,18,10.5,346.360590058275
"484","B5",3,729,6.5,7.1,24,18,10.5,346.360590058275
"485","B5",3,721,2,5.1,18,20,9.5,283.528736986479
"486","B5",3,727,3,6.1,24.5,21,11.375,406.492636943392
"487","B5",3,730,2.9,7,29,22,12.75,510.705155749191
"488","B5",3,726,3.2,5.4,29,24.5,13.375,562.001473296087
"489","B5",4,785,2.5,7.8,22,17,9.75,298.64765163188
"490","B5",4,782,2.2,9.9,27,19,11.5,415.47562843725
"491","B5",4,770,11.7,6.4,28,22,12.5,490.873852123405
"492","B5",4,780,3.5,8.8,27,23,12.5,490.873852123405
"493","B5",4,764,3,6.6,28,23.5,12.875,520.768069717721
"494","B5",4,781,3,6.4,25,24,12.25,471.435247579318
"495","B5",4,766,2.3,7.8,25,24,12.25,471.435247579318
"496","B5",4,784,2.5,7.4,26,24,12.5,490.873852123405
"497","B5",4,771,3.2,6.6,28,24,13,530.929158456675
"498","B5",4,779,2,6.9,28,24,13,530.929158456675
"499","B5",4,783,3,7.6,34,24,14.5,660.519855417254
"500","B5",4,712,3.1,8.3,27,26,13.25,551.545860245858
"501","B5",4,768,3.5,9.5,28,27,13.75,593.95736106932
"502","B5",4,778,3,10.7,38,27,16.25,829.576810088555
"503","B5",4,773,3.2,8.5,35,30,16.25,829.576810088555
"504","B5",4,769,4,9.7,36,30,16.5,855.298599939821
"505","B5",4,776,3,9.2,35,32,16.75,881.413088872786
"506","B5",4,774,3,9,36,32,17,907.92027688745
"507","B5",4,775,3.5,9.5,39,33,18,1017.87601976309
"508","B5",4,765,3.5,9.6,39,34,18.25,1046.34670318625
"509","B5",4,767,3.2,7.9,36,35,17.75,989.798035421634
"510","B5",4,777,2,10.1,29,32,15.25,730.616641500476
"511","B5",5,686,2.2,4.1,12,11,5.75,103.868907109313
"512","B5",5,685,2.7,11.2,41,15,14,615.752160103599
"513","B5",5,668,2.4,6.2,20,19.5,9.875,306.354371110217
"514","B5",5,675,3.3,7.6,32,23,13.75,593.95736106932
"515","B5",5,684,2,9.2,34,27,15.25,730.616641500476
"516","B5",5,672,2.7,9.3,32,28,15,706.858347057703
"517","B5",5,679,4.3,11.8,33,32,16.25,829.576810088555
"518","B5",5,681,4,10.3,34,33,16.75,881.413088872786
"519","B5",5,676,3.5,8.9,35,34,17.25,934.820163983813
"520","B5",5,674,3.5,14.2,37,34,17.75,989.798035421634
"521","B5",5,671,4.3,7.2,36,35,17.75,989.798035421634
"522","B5",5,673,3.4,10,36,35,17.75,989.798035421634
"523","B5",5,667,6,10.8,43,37,20,1256.63706143592
"524","B5",5,670,4.9,12,42,39,20.25,1288.24933751266
"525","B5",5,675,3.3,11.7,47,39,21.5,1452.20120412188
"526","B5",5,669,4.7,13.2,38,40,19.5,1194.59060652752
"527","B5",5,682,3.8,10.6,42,41,20.75,1352.65198691126
"528","B5",5,680,5.2,11.4,43,42,21.25,1418.62543263664
"529","B5",5,683,4.5,14.7,43,42,21.25,1418.62543263664
"530","B5",5,678,5,13.2,43,42.5,21.375,1435.36423099405
"531","B5",6,650,2.9,11.1,45,7,13,530.929158456675
"532","B5",6,656,2.5,4.3,10.5,10,5.125,82.5158945419444
"533","B5",6,649,3,8.4,28,23,12.75,510.705155749191
"534","B5",6,666,3.3,9.4,41,25,16.5,855.298599939821
"535","B5",6,658,3.5,9.2,33,28,15.25,730.616641500476
"536","B5",6,655,3.5,9.3,30,29,14.75,683.492751696629
"537","B5",6,651,2.3,12.4,33,29,15.5,754.767635024948
"538","B5",6,664,3.5,10,32,31,15.75,779.311327631118
"539","B5",6,653,11.8,3.2,36.5,32,17.125,921.321133050419
"540","B5",6,652,4.5,9.8,42,33,18.75,1104.46616727766
"541","B5",6,662,4.9,16.4,37,35,18,1017.87601976309
"542","B5",6,660,4,10.6,38,35,18.25,1046.34670318625
"543","B5",6,661,3.8,8.9,37,36,18.25,1046.34670318625
"544","B5",6,659,3.2,9.9,39,36,18.75,1104.46616727766
"545","B5",6,665,5.3,10.8,38,36.5,18.625,1089.78903909917
"546","B5",6,657,4.6,11.3,39,38,19.25,1164.15642769587
"547","B5",6,663,4.4,12.8,49,39,22,1520.53084433746
"548","B5",6,654,4,9.2,35.3,40,18.825,1113.31956807456
"549","B5",7,755,1.1,2.6,9,7.5,4.125,53.4561624962388
"550","B5",7,760,2.7,3.5,18,15,8.25,213.824649984955
"551","B5",7,763,2.5,5,19.6,18,9.4,277.591126871194
"552","B5",7,762,5.3,4.3,31,23,13.5,572.55526111674
"553","B5",7,758,2.7,7.95,34,24,14.5,660.519855417254
"554","B5",7,748,2.3,7.5,29,25,13.5,572.55526111674
"555","B5",7,750,2.1,8.6,29,27,14,615.752160103599
"556","B5",7,761,2.7,6.6,32,27,14.75,683.492751696629
"557","B5",7,752,3,9.9,36,32,17,907.92027688745
"558","B5",7,754,5,13.7,40,32,18,1017.87601976309
"559","B5",7,749,4.5,8,37,33,17.5,962.112750161874
"560","B5",7,753,2.8,9.7,39,38,19.25,1164.15642769587
"561","B5",7,757,4.7,9.6,40,39,19.75,1225.41748444087
"562","B5",7,759,3.7,8.5,44,40,21,1385.4423602331
"563","B5",7,751,3.5,11.1,42,42,21,1385.4423602331
"564","B5",7,756,4.7,13.7,47,44,22.75,1625.97054777357
